(4th LD) 3 students found dead, 7 others unconscious at pension in northeastern S. Korea	未
(4th LD) Koreas verify DMZ guard post pullout	未
(4th LD) Seoul-bound KTX train derails, 15 injured	未
(4th LD) S. Korea irked by Japan's 'overreaction' to court rulings on wartime forced labor	未
(4th LD) Top S. Korean, U.S. nuclear envoys to discuss N. Korea	未
4x4 身高2.25米，了解一下//@不要老想搞个大新闻:这地库4X4停不进去吧震哥@陈震同学	未
4xxx元/平方米均价，万年咛买房请看这里	未
4万人齐聚日照海洋公园，聊聊科普宣传月的那些事儿	未
4万余支走私美容针厦门“落网” 切勿购买“三无”针剂	未
4万公里的飞行 只为遇见……	未
4万公里的飞行 只为遇见	未
4万公里的飞行，只为遇见……	未
4万公里的飞行 只为遇见 4万公里的飞行 只为遇见	未
4万公里的飞行 只为遇见4万公里的飞行 只为遇见	未
4万公里的飞行 只为遇见网友说，这一季没有糖 4万公里的飞行 只为遇见	未
4万公里的飞行 只为遇见网友说，这一季没有糖4万公里的飞行 只为遇见	未
4万公里飞行只为遇见……	未
4万多人同时在线看《国家宝藏》	未
4个儿子养一个父亲，看的好心酸！	未
4个减脂期应注意的小细节1三餐一定要定时定量 你中午不吃饭，可以扛得住那么到了下午4点左右便会按耐不住饿的心发慌到了晚饭点就会疯狂进食，反而会摄入更多热量三餐定时定量，每一餐都不会太饿控制量，每一餐也不会太撑胰岛素会平衡，就能有效的控制食欲记住： ...全文	未
4个减脂期应注意的小细节1三餐一定要定时定量 。你中午不吃饭，可以扛得住。那么到了下午4点左右便会按耐不住饿的心发慌。到了晚饭点就会疯狂进食，反而会摄入更多热量。三餐定时定量，每一餐都不会太饿。控制量，每一餐也不会太撑。胰岛素会平衡，就能有效的控制食欲。记住：越压迫，越反弹。2进食要细嚼慢咽，专心吃饭。进食时，不要受周围环境的影响。每餐前都要告诉自己，不管自己多饿，都要慢点吃细嚼慢咽。专心吃饭，如果你去玩手机或聊天，会不知不觉就把东西全部吃完了。不用去刻意去规定咀嚼多少下，尽量慢慢吃就	未
4个区县和高新区15个重点项目接受集中检阅，情况怎么样?	未
4个山民带5只狗，挖獾猪，现场太凶猛火了！	未
4个异性，我该带哪一个回家过年	未
4个民主党派中央全会补选常委，分别补了谁？	未
4个熊孩子逃学荒野求生 带了米和雨衣还背了一口锅	未
4个疯狂少年撬60多辆车后落网 家长的反应让人揪心	未
4个药品将被现场核查	未
4京港澳高速管制今天开始！平江人外出这么走才不会堵	未
4人在县委书记卧室装监控 偷拍性爱视频敲诈5千万	未
4人在县委书记卧室装监控 偷拍性爱视频敲诈5千万11月9日至30日，陕西省延安市W县原县委书记刘号通（化名），和延安市F县某局副局长李真（化名）的性爱视频，在微博遭持续曝光，引发网友热议。视频背后，涉及一起跟踪偷拍县委书记，敲诈5000万的案件。上述视频由陕西的李国定王浩伟等人偷拍于2014年9月29日。当天，李国定王浩伟等四人，撬锁进入F县某局副局长李真的住宅陕西省延安市某小区19层，并在卧室的空调上方安装了监控设备，探头正对着床。	未
4人大打出手！为了一个加油站停车位	未
4人死亡！巴武装组织发射300枚炮弹 以军空袭军事目标回击	未
4人被查，4人调离常德纪检监察机关内部监督出硬招	未
4人高空杂耍出意外摔下，头撞地面抽搐吐血！	未
4亿元债务将到期 联合评级将金花投资控股列观察名单	未
4位“大家”，40年立法峥嵘路	未
4元吃一天，50元解决性生活，这些等死的年轻人究竟怎么了	未
4公里4分钟！郓城板厂工人捡回一条腿！	未
4分多钟，40岁以上看哭...	未
4分钟告诉你毒品的危害性	未
4分钟回看刘强东奋斗史这算不算qiang奸	未
“4分钱奖金”为何会惊动中南海？	未
4千补助公告栏笔误写成40万 干部私分补助款露马脚	未
4千补助公告栏笔误写成40万 干部私分补助款露马脚走，咱们到村部领钱去。近日，湖南省株洲市炎陵县纪委监委在同乐村村部召开贪污侵占截留挪用违规冒领扶贫专项资金集中退返会，45名贫困户领取了原村党支部书记朱小觉侵占的2.9万元农业产业化建设奖励补助资金。今年1月，茶陵县纪委监委案件监督管理室主任唐巧林在走访贫困户过程中，发现洲陂村村务公示栏上写着谭国林领取了40万元危房改造补助。公示栏上的40万元的确是笔误，但没想到笔误背后隐藏着一件私分危房改造补助款的问题线索。唐巧林说。4千补助公告栏笔误	未
