老詹和老司机	未
老詹最后还补了一句：我刚才是不是把伦纳德漏了把他也加上，明年他就是自由球员了。我咋觉得，老詹前面那些人都是说着玩的，最后才是认真的呢	未
老詹点赞了BR发的图，圣诞礼物，你想要啥，图上写的老詹想要湖人交易浓眉，老詹点赞了nba吐槽大会	未
老詹爆扣四连拍	未
老詹说，要是浓眉能来我湖的话，那也太不可思议了，如果真能搞来浓眉，也太令人难以置信了 ps：这是老詹这场比赛前说的，大家不要想多了，眉有的事，不要湖想	未
老詹赛后晒图，同时三双很棒 NBA吐槽大会	未
老记者眼里的中国改革开放40年：总有写不完的大新闻	未
老许：冬日里的秋香	未
老话20句：不做中人不做保，一生一世无烦恼	未
老话有时候蛮有道理的，比如有情，无义	未
老话讲：老虎舔一下，一块皮掉下，是真的吗看完懂了！	未
老谭电商 20-60岁，人生差距怎么拉开的马云一席话，残酷而真实马云的故事大家听的太多了，比如他去肯德基面试，24个人里只有他一个没有通过。之后的奋斗之路也都并不顺畅。是不是和现在很多迷茫的年轻人有点像呢所以，深有感触的马云会经常在演讲中给年轻人一些建议，希望他们能够少走些弯路。 20-60岁，人生差距怎么拉开的马云一席话，残酷而真实	未
老谭电商 傅盛：如何用沟通解决80的工作问题一个CEO的几条沟通建议工作中80的问题都是沟通造成的。绝大部分工作问题，不来自于技能本身，而来自于沟通。沟通的本质，不是你说了什么，而是别人听懂了什么。但问题是，你怎么确认对方听懂了沟通真的太难了。 傅盛：如何用沟通解决80的工作问题一个CEO的几条沟通建议	未
老赖吕勇他是全国最有名的老赖吗南京政协委员吕勇的经济纠纷案之一，赖工程款480万辛苦钱：材料费，人工工资，机械费等，反而想倒过来向工程公司要50万。是不是奇葩胆大原文转自中国裁判文书网。网页链接吕勇涉经济纠纷十几起，金额从几百万，几千万，几亿不等，共同的特征是欠钱不还，最牛	未
老赖吕勇的公司图谱老赖吕勇成立了新的集团公司若航工业技术有限公司	未
老赖吕勇老赖吕勇拿地能力商界无人能及，跟腐败市长缪瑞林有没有关联	未
老赖哪里逃！合肥市中院首次发布打击拒执白皮书	未
老赖强占房屋9年，养11条恶犬壮胆，法警用麻醉枪开路腾屋	未
老赖强硬抱团网贷催收难，出借人上阵能否破局	未
老赖，我想对你说	未
老赖撒泼耍赖！被抓现场画面太解气！附独家视频！	未
老赖欠21万拖10年，见了手铐大喊我要还钱	未
老赖，欠下的是钱，可摧毁的是市场规则	未
老赖耍赖高招，男的装病，女的玩儿失联，结果	未
“老赖”难再“躲猫猫” 云南高院全力解决执行难	未
老赖黑名单上城市头条	未
老赵下午发微信给我说：下雪了。我去窗户看了眼，回复：毛毛雪，你那里下的大吗他说：我们隔得很远吗，还你那里。我：你离开我超过十米我就觉得很远。他：太肉麻了，你别和我说话了。	未
//@老赵:查查他的俄罗斯背景 //@时蝇喜箭:厉害了	未
老赵说，要是我当面抓到他抽烟，罚100元，没有当面抓到，闻到烟味罚50元。刚才回来看到卫生间有一盒烟和一个打火机，卫生间的门还关着，这能不能罚钱@赵先生与西瓜皮的故事	未
老远的地方来了一群重要客人，给咱枣小传经送宝！	未
